Date,Venue,Home_Team,Away_Team,Home_Score,Away_Score,Home_Odds,Away_Odds
29/07/11,Etihad Stadium,North Melbourne,Carlton,62,80,3.52,1.3
24/07/11,Domain Stadium,Fremantle,West Coast,64,65,2.69,1.46
24/07/11,MCG,Melbourne,Hawthorn,78,132,4.37,1.21
24/07/11,Etihad Stadium,Geelong,Richmond,113,51,1.06,8.8
23/07/11,MCG,Essendon,Carlton,79,153,2.87,1.41
23/07/11,Metricon Stadium,Gold Coast,Collingwood,75,129,15.8,1.02
23/07/11,Etihad Stadium,North Melbourne,Brisbane,122,77,1.12,6.24
23/07/11,SCG,Sydney,Western Bulldogs,114,75,1.51,2.54
22/07/11,Etihad Stadium,St Kilda,Adelaide,127,24,1.13,6.03
17/07/11,Etihad Stadium,North Melbourne,Western Bulldogs,142,111,3.04,1.37
17/07/11,Gabba,Brisbane,Geelong,104,133,7.26,1.09
17/07/11,SCG,Sydney,Fremantle,87,98,1.28,3.61
16/07/11,TIO Stadium,Melbourne,Port Adelaide,113,92,1.27,3.65
16/07/11,Etihad Stadium,St Kilda,West Coast,82,61,1.76,2.01
16/07/11,Cazalyês Stadium,Richmond,Gold Coast,70,85,1.13,5.85
16/07/11,MCG,Carlton,Collingwood,79,98,5.16,1.16
15/07/11,AAMI Stadium,Adelaide,Essendon,73,84,2.05,1.72
10/07/11,Etihad Stadium,Western Bulldogs,Carlton,96,69,3.35,1.31
10/07/11,AAMI Stadium,Port Adelaide,St Kilda,53,109,3.63,1.27
10/07/11,MCG,Collingwood,North Melbourne,147,30,1.07,8.28
09/07/11,MCG,Essendon,Richmond,105,66,1.51,2.51
09/07/11,Metricon Stadium,Gold Coast,Sydney,36,106,5.7,1.13
09/07/11,Aurora Stadium,Hawthorn,Brisbane,105,63,1.09,7.06
08/07/11,Domain Stadium,West Coast,Geelong,96,88,2.25,1.62
03/07/11,Etihad Stadium,North Melbourne,St Kilda,70,79,1.97,1.79
03/07/11,MCG,Collingwood,Hawthorn,106,65,1.3,3.49
03/07/11,Gabba,Brisbane,Port Adelaide,99,88,1.41,2.85
02/07/11,AAMI Stadium,Adelaide,Sydney,57,50,2.78,1.42
02/07/11,Etihad Stadium,Essendon,Geelong,115,111,7.76,1.08
02/07/11,MCG,Richmond,Carlton,81,184,3.85,1.25
02/07/11,Domain Stadium,Fremantle,Gold Coast,112,62,1.1,6.56
01/07/11,Etihad Stadium,Western Bulldogs,Melbourne,127,63,2.01,1.75
26/06/11,AAMI Stadium,Port Adelaide,North Melbourne,91,136,2.59,1.48
26/06/11,Etihad Stadium,Carlton,West Coast,67,103,1.22,4.19
26/06/11,Simonds Stadium,Geelong,Adelaide,125,73,1.06,8.92
25/06/11,ANZ Stadium,Sydney,Collingwood,93,99,5.46,1.15
25/06/11,Domain Stadium,Fremantle,Brisbane,88,65,1.17,4.96
25/06/11,MCG,Richmond,Melbourne,91,118,1.95,1.81
25/06/11,Metricon Stadium,Gold Coast,Western Bulldogs,88,110,5.24,1.15
24/06/11,MCG,Hawthorn,Essendon,146,81,1.61,2.28
19/06/11,Domain Stadium,West Coast,Port Adelaide,110,88,1.07,8.45
19/06/11,Etihad Stadium,Carlton,Sydney,100,66,1.28,3.59
19/06/11,MCG,Melbourne,Fremantle,149,60,1.73,2.06
18/06/11,Gabba,Brisbane,Richmond,94,125,2.12,1.69
18/06/11,MCG,St Kilda,Geelong,72,100,3.65,1.27
18/06/11,Aurora Stadium,Hawthorn,Gold Coast,129,58,1.02,14.67
18/06/11,Etihad Stadium,Essendon,North Melbourne,90,111,1.65,2.18
17/06/11,Etihad Stadium,Western Bulldogs,Adelaide,100,70,1.29,3.48
13/06/11,MCG,Melbourne,Collingwood,41,129,4.63,1.19
12/06/11,Domain Stadium,Fremantle,Essendon,98,64,1.76,2.01
12/06/11,SCG,Sydney,Richmond,75,65,1.25,3.86
12/06/11,Etihad Stadium,Carlton,Brisbane,124,63,1.06,9.33
11/06/11,MCG,Geelong,Hawthorn,88,83,1.44,2.73
11/06/11,Metricon Stadium,Gold Coast,North Melbourne,63,122,3.34,1.32
11/06/11,AAMI Stadium,Adelaide,West Coast,67,106,2.2,1.64
10/06/11,Etihad Stadium,St Kilda,Western Bulldogs,81,57,1.4,2.89
05/06/11,AAMI Stadium,Port Adelaide,Carlton,49,111,4.32,1.21
05/06/11,Etihad Stadium,North Melbourne,Adelaide,115,68,1.6,2.29
05/06/11,MCG,Hawthorn,Fremantle,111,89,1.19,4.59
04/06/11,Gabba,Brisbane,Sydney,51,116,1.84,1.91
04/06/11,MCG,Collingwood,St Kilda,108,51,1.18,4.72
04/06/11,Simonds Stadium,Geelong,Western Bulldogs,148,87,1.11,6.55
04/06/11,Domain Stadium,West Coast,Gold Coast,85,67,1.05,9.75
03/06/11,MCG,Essendon,Melbourne,68,101,1.24,4.02
29/05/11,Etihad Stadium,Western Bulldogs,Hawthorn,62,91,3.37,1.32
29/05/11,MCG,Collingwood,West Coast,105,53,1.22,4.24
29/05/11,AAMI Stadium,Adelaide,Brisbane,61,101,1.26,3.79
28/05/11,TIO Stadium,Richmond,Port Adelaide,74,89,1.24,4.06
28/05/11,Metricon Stadium,Gold Coast,Geelong,73,139,12.5,1.03
28/05/11,Etihad Stadium,North Melbourne,Sydney,71,72,2.02,1.76
28/05/11,Domain Stadium,Fremantle,St Kilda,56,102,1.58,2.35
27/05/11,MCG,Melbourne,Carlton,46,93,5.64,1.14
22/05/11,Domain Stadium,West Coast,Western Bulldogs,175,52,1.67,2.15
22/05/11,SCG,Sydney,Hawthorn,60,106,1.74,2.05
22/05/11,Etihad Stadium,Collingwood,Adelaide,135,92,1.05,9.88
21/05/11,Gabba,Brisbane,North Melbourne,73,59,1.88,1.87
21/05/11,MCG,Richmond,Essendon,105,89,2.73,1.44
21/05/11,AAMI Stadium,Port Adelaide,Fremantle,90,142,2.39,1.56
21/05/11,Etihad Stadium,St Kilda,Melbourne,106,86,1.4,2.9
20/05/11,Etihad Stadium,Carlton,Geelong,100,102,2.74,1.44
15/05/11,Domain Stadium,West Coast,Fremantle,96,63,1.96,1.8
15/05/11,Etihad Stadium,Western Bulldogs,Richmond,153,118,1.66,2.18
15/05/11,MCG,Hawthorn,St Kilda,99,69,1.42,2.82
14/05/11,SCG,Sydney,Port Adelaide,121,59,1.12,6.12
14/05/11,Gabba,Brisbane,Essendon,66,102,4.43,1.2
14/05/11,AAMI Stadium,Adelaide,Gold Coast,130,73,1.14,5.65
14/05/11,Etihad Stadium,North Melbourne,Melbourne,124,83,1.81,1.95
13/05/11,MCG,Geelong,Collingwood,65,62,2.62,1.48
09/05/11,Etihad Stadium,St Kilda,Carlton,81,84,2.84,1.41
08/05/11,MCG,Melbourne,Adelaide,149,53,1.81,1.96
08/05/11,Etihad Stadium,Essendon,West Coast,106,90,1.2,4.4
07/05/11,Gabba,Gold Coast,Brisbane,124,116,6.33,1.12
07/05/11,MCG,Richmond,Fremantle,148,99,2.2,1.64
07/05/11,Simonds Stadium,Geelong,North Melbourne,127,61,1.07,8.35
07/05/11,StarTrack Oval Canberra,Western Bulldogs,Sydney,65,73,1.69,2.12
06/05/11,AAMI Stadium,Port Adelaide,Hawthorn,72,104,4.45,1.2
01/05/11,MCG,Collingwood,Western Bulldogs,105,57,1.12,6.13
01/05/11,Etihad Stadium,Essendon,Gold Coast,197,58,1.03,12.75
30/04/11,AAMI Stadium,Adelaide,St Kilda,90,71,1.76,2.01
30/04/11,MCG,Richmond,Brisbane,124,98,1.4,2.93
30/04/11,Etihad Stadium,North Melbourne,Port Adelaide,133,73,1.45,2.72
29/04/11,SCG,Sydney,Carlton,71,87,1.66,2.19
28/04/11,Domain Stadium,West Coast,Melbourne,106,52,1.56,2.41
26/04/11,MCG,Hawthorn,Geelong,98,117,2.02,1.75
25/04/11,Domain Stadium,Fremantle,Western Bulldogs,85,78,1.67,2.15
25/04/11,MCG,Essendon,Collingwood,77,107,4.26,1.22
24/04/11,Etihad Stadium,North Melbourne,Richmond,103,112,1.82,1.94
23/04/11,Etihad Stadium,Carlton,Adelaide,85,79,1.28,3.68
23/04/11,AAMI Stadium,Port Adelaide,Gold Coast,101,104,1.05,10.58
21/04/11,Gabba,Brisbane,St Kilda,76,89,3.66,1.28
17/04/11,Domain Stadium,Fremantle,North Melbourne,127,98,1.18,4.82
17/04/11,Gabba,Gold Coast,Melbourne,69,159,8.79,1.07
16/04/11,AAMI Stadium,Port Adelaide,Adelaide,98,66,2.78,1.42
16/04/11,SCG,Sydney,Geelong,54,81,2.07,1.72
16/04/11,Aurora Stadium,Hawthorn,West Coast,72,65,1.11,6.27
16/04/11,MCG,Carlton,Essendon,79,79,1.89,1.86
15/04/11,MCG,Richmond,Collingwood,90,161,9.79,1.05
10/04/11,Etihad Stadium,St Kilda,Essendon,84,136,1.81,1.95
10/04/11,Simonds Stadium,Geelong,Port Adelaide,122,43,1.07,7.96
10/04/11,MCG,Melbourne,Brisbane,82,71,1.18,4.65
09/04/11,MCG,Richmond,Hawthorn,52,115,3.72,1.27
09/04/11,Domain Stadium,West Coast,Sydney,88,101,1.9,1.86
09/04/11,AAMI Stadium,Adelaide,Fremantle,54,79,1.49,2.6
09/04/11,Etihad Stadium,Western Bulldogs,Gold Coast,122,51,1.02,14.29
08/04/11,MCG,Collingwood,Carlton,102,74,1.22,4.32
03/04/11,MCG,Hawthorn,Melbourne,122,77,1.41,2.83
03/04/11,ANZ Stadium,Sydney,Essendon,98,93,1.8,1.97
03/04/11,Etihad Stadium,Western Bulldogs,Brisbane,123,45,1.12,6.34
02/04/11,Gabba,Gold Coast,Carlton,52,171,3.96,1.25
02/04/11,Domain Stadium,Fremantle,Geelong,78,89,1.67,2.15
02/04/11,AAMI Stadium,Port Adelaide,West Coast,98,116,1.45,2.72
02/04/11,Etihad Stadium,North Melbourne,Collingwood,56,143,6.7,1.1
01/04/11,MCG,St Kilda,Richmond,95,95,1.23,4.15
27/03/11,Domain Stadium,West Coast,North Melbourne,92,88,1.61,2.27
27/03/11,MCG,Melbourne,Sydney,84,84,1.78,1.99
27/03/11,Etihad Stadium,Essendon,Western Bulldogs,113,58,2.31,1.59
26/03/11,Gabba,Brisbane,Fremantle,92,94,1.98,1.79
26/03/11,AAMI Stadium,Adelaide,Hawthorn,105,85,1.92,1.85
26/03/11,Etihad Stadium,Collingwood,Port Adelaide,155,80,1.08,7.99
25/03/11,MCG,Geelong,St Kilda,48,47,2.18,1.68
24/03/11,MCG,Carlton,Richmond,104,84,1.29,3.51
02/10/10,MCG,Collingwood,St Kilda,108,52,1.59,2.33
25/09/10,MCG,Collingwood,St Kilda,68,68,1.41,2.88
18/09/10,MCG,St Kilda,Western Bulldogs,88,64,1.19,4.42
17/09/10,MCG,Collingwood,Geelong,120,79,1.79,1.94
11/09/10,MCG,Western Bulldogs,Sydney,77,72,1.89,1.86
10/09/10,MCG,Geelong,Fremantle,135,66,1.1,6.54
05/09/10,ANZ Stadium,Sydney,Carlton,99,94,1.45,2.65
04/09/10,MCG,Collingwood,Western Bulldogs,124,62,1.24,3.91
04/09/10,Domain Stadium,Fremantle,Hawthorn,94,64,2.16,1.66
03/09/10,MCG,Geelong,St Kilda,79,83,1.37,3.05
29/08/10,MCG,Melbourne,North Melbourne,103,113,1.87,1.86
29/08/10,Etihad Stadium,Richmond,Port Adelaide,112,122,1.62,2.22
28/08/10,Etihad Stadium,Western Bulldogs,Essendon,107,78,1.18,4.61
28/08/10,Gabba,Brisbane,Sydney,68,106,2.81,1.41
28/08/10,AAMI Stadium,Adelaide,St Kilda,65,37,2.53,1.49
28/08/10,MCG,Hawthorn,Collingwood,98,95,2.5,1.5
28/08/10,Simonds Stadium,Geelong,West Coast,112,68,1.02,14.5
27/08/10,Domain Stadium,Fremantle,Carlton,93,87,1.53,2.4
22/08/10,Domain Stadium,West Coast,North Melbourne,94,110,2.25,1.61
22/08/10,Etihad Stadium,Essendon,Brisbane,68,95,1.63,2.21
22/08/10,AAMI Stadium,Port Adelaide,Melbourne,112,83,1.92,1.81
21/08/10,MCG,Collingwood,Adelaide,54,51,1.05,9.75
21/08/10,SCG,Sydney,Western Bulldogs,114,70,2.05,1.72
21/08/10,Etihad Stadium,St Kilda,Richmond,115,94,1.08,7.7
21/08/10,Aurora Stadium,Hawthorn,Fremantle,155,39,1.09,7.25
20/08/10,Etihad Stadium,Geelong,Carlton,121,79,1.17,4.82
15/08/10,Etihad Stadium,North Melbourne,St Kilda,63,115,3.98,1.24
15/08/10,MCG,Hawthorn,Melbourne,99,78,1.63,2.22
15/08/10,Gabba,Brisbane,Adelaide,97,104,2.06,1.7
14/08/10,AAMI Stadium,Port Adelaide,West Coast,61,60,1.33,3.25
14/08/10,Etihad Stadium,Western Bulldogs,Geelong,60,161,2.38,1.56
14/08/10,MCG,Carlton,Richmond,156,67,1.3,3.42
14/08/10,Domain Stadium,Fremantle,Sydney,87,96,1.62,2.23
13/08/10,MCG,Essendon,Collingwood,64,162,6.64,1.1
08/08/10,AAMI Stadium,Adelaide,Western Bulldogs,53,61,3.21,1.33
08/08/10,MCG,Melbourne,Richmond,109,80,1.52,2.47
08/08/10,Etihad Stadium,St Kilda,Port Adelaide,151,57,1.2,4.4
07/08/10,MCG,Geelong,Collingwood,85,107,1.76,1.99
07/08/10,Domain Stadium,West Coast,Brisbane,65,70,1.61,2.25
07/08/10,Etihad Stadium,North Melbourne,Fremantle,123,69,1.83,1.9
07/08/10,SCG,Sydney,Hawthorn,129,85,2.01,1.74
06/08/10,MCG,Essendon,Carlton,73,149,1.91,1.81
01/08/10,Domain Stadium,Fremantle,West Coast,160,85,1.39,2.91
01/08/10,Etihad Stadium,Western Bulldogs,North Melbourne,143,72,1.16,5.02
01/08/10,MCG,Richmond,Adelaide,100,80,2.25,1.61
31/07/10,Gabba,Brisbane,Melbourne,64,74,1.75,2
31/07/10,ANZ Stadium,Sydney,Geelong,72,125,4.07,1.23
31/07/10,AAMI Stadium,Port Adelaide,Hawthorn,92,84,3.14,1.33
31/07/10,MCG,Collingwood,Carlton,105,57,1.19,4.48
30/07/10,Etihad Stadium,Essendon,St Kilda,108,75,4.74,1.17
25/07/10,AAMI Stadium,Port Adelaide,Adelaide,88,69,3.36,1.3
25/07/10,MCG,Melbourne,Sydney,142,69,2.28,1.59
25/07/10,Etihad Stadium,Western Bulldogs,Fremantle,158,76,1.3,3.43
24/07/10,Etihad Stadium,North Melbourne,Essendon,119,122,1.43,2.73
24/07/10,Domain Stadium,West Coast,Carlton,83,109,1.84,1.88
24/07/10,Simonds Stadium,Geelong,Brisbane,127,64,1.06,8.69
24/07/10,MCG,Collingwood,Richmond,127,45,1.1,6.5
23/07/10,Etihad Stadium,St Kilda,Hawthorn,87,87,1.72,2.04
18/07/10,Domain Stadium,Fremantle,Melbourne,82,71,1.2,4.33
18/07/10,MCG,Richmond,North Melbourne,53,103,1.74,2.01
18/07/10,Etihad Stadium,Carlton,Sydney,68,107,1.57,2.31
17/07/10,TIO Stadium,Western Bulldogs,Port Adelaide,83,47,1.15,5.08
17/07/10,Etihad Stadium,Essendon,West Coast,100,132,1.4,2.85
17/07/10,Aurora Stadium,Hawthorn,Brisbane,118,43,1.27,3.62
17/07/10,MCG,Collingwood,St Kilda,100,52,2.05,1.71
16/07/10,AAMI Stadium,Adelaide,Geelong,74,63,3.5,1.29
11/07/10,Etihad Stadium,Carlton,Western Bulldogs,58,126,2.5,1.5
11/07/10,MCG,Melbourne,Essendon,122,103,1.89,1.86
11/07/10,SCG,Sydney,North Melbourne,85,55,1.42,2.78
10/07/10,Etihad Stadium,Richmond,Fremantle,100,81,2.61,1.46
10/07/10,Gabba,Brisbane,St Kilda,65,79,4.21,1.21
10/07/10,MCG,Geelong,Hawthorn,85,83,1.33,3.18
10/07/10,Domain Stadium,West Coast,Adelaide,95,117,2.63,1.46
09/07/10,AAMI Stadium,Port Adelaide,Collingwood,79,105,5.06,1.15
04/07/10,Etihad Stadium,St Kilda,Melbourne,100,65,1.12,5.81
04/07/10,MCG,Richmond,Sydney,89,85,2.14,1.66
04/07/10,Simonds Stadium,Geelong,North Melbourne,98,63,1.14,5.38
03/07/10,AAMI Stadium,Adelaide,Essendon,124,40,1.58,2.3
03/07/10,Etihad Stadium,Collingwood,West Coast,135,52,1.06,9
03/07/10,Domain Stadium,Fremantle,Port Adelaide,115,58,1.11,6.13
02/07/10,MCG,Hawthorn,Western Bulldogs,79,76,2.3,1.57
01/07/10,Etihad Stadium,Carlton,Brisbane,120,65,1.25,3.85
27/06/10,AAMI Stadium,Adelaide,Melbourne,117,73,1.59,2.28
26/06/10,ANZ Stadium,Sydney,Collingwood,71,96,2.23,1.62
25/06/10,MCG,St Kilda,Geelong,70,46,3.09,1.34
20/06/10,Domain Stadium,West Coast,Western Bulldogs,59,119,3.25,1.33
20/06/10,Etihad Stadium,North Melbourne,Port Adelaide,129,93,1.35,3.08
19/06/10,Gabba,Brisbane,Richmond,86,105,1.41,2.82
19/06/10,Etihad Stadium,Carlton,Fremantle,87,96,1.62,2.23
18/06/10,MCG,Hawthorn,Essendon,102,86,1.55,2.39
14/06/10,MCG,Melbourne,Collingwood,76,76,4.98,1.16
13/06/10,Domain Stadium,Fremantle,St Kilda,67,85,1.64,2.18
13/06/10,Etihad Stadium,Western Bulldogs,Brisbane,121,56,1.24,4.02
13/06/10,MCG,Richmond,West Coast,126,77,1.82,1.93
12/06/10,AAMI Stadium,Port Adelaide,Sydney,55,93,1.77,1.97
12/06/10,Etihad Stadium,Essendon,Geelong,83,154,4.18,1.22
12/06/10,Aurora Stadium,Hawthorn,Adelaide,124,77,1.39,2.91
11/06/10,Etihad Stadium,North Melbourne,Carlton,97,68,3.7,1.27
06/06/10,Etihad Stadium,Collingwood,Western Bulldogs,113,103,1.67,2.11
06/06/10,MCG,Hawthorn,Port Adelaide,74,63,1.41,2.78
06/06/10,SCG,Sydney,Essendon,89,80,1.71,2.06
05/06/10,Etihad Stadium,North Melbourne,Brisbane,90,89,2.35,1.56
05/06/10,Domain Stadium,West Coast,Geelong,98,122,6.06,1.11
05/06/10,AAMI Stadium,Adelaide,Fremantle,105,82,2.8,1.41
05/06/10,MCG,Carlton,Melbourne,101,60,1.36,3.01
04/06/10,Etihad Stadium,Richmond,St Kilda,59,97,5.69,1.12
30/05/10,Domain Stadium,Fremantle,North Melbourne,139,78,1.12,5.94
30/05/10,Etihad Stadium,Carlton,West Coast,105,76,1.19,4.48
30/05/10,MCG,Hawthorn,Sydney,79,77,1.31,3.35
29/05/10,Etihad Stadium,St Kilda,Adelaide,123,76,1.23,4.08
29/05/10,Gabba,Brisbane,Collingwood,88,80,3.54,1.28
29/05/10,AAMI Stadium,Port Adelaide,Richmond,30,77,1.18,4.61
29/05/10,Simonds Stadium,Geelong,Melbourne,121,67,1.04,10.25
28/05/10,Etihad Stadium,Essendon,Western Bulldogs,99,90,3.2,1.33
23/05/10,Domain Stadium,West Coast,St Kilda,56,91,1.99,1.75
23/05/10,Etihad Stadium,Carlton,Hawthorn,60,110,1.35,3.1
23/05/10,AAMI Stadium,Adelaide,Brisbane,93,81,2.1,1.69
22/05/10,MCG,Essendon,Richmond,130,95,1.26,3.81
22/05/10,TIO Stadium,Melbourne,Port Adelaide,111,110,2.32,1.57
22/05/10,SCG,Sydney,Fremantle,63,100,1.68,2.13
22/05/10,Etihad Stadium,North Melbourne,Western Bulldogs,57,127,4.21,1.22
21/05/10,MCG,Collingwood,Geelong,50,86,1.95,1.78
16/05/10,Etihad Stadium,St Kilda,Essendon,81,93,1.4,2.81
16/05/10,AAMI Stadium,Port Adelaide,Carlton,92,118,1.82,1.92
16/05/10,MCG,Richmond,Hawthorn,86,89,4.94,1.16
15/05/10,Etihad Stadium,North Melbourne,Adelaide,84,75,1.61,2.24
15/05/10,Gabba,Brisbane,Geelong,74,155,3.38,1.31
15/05/10,MCG,Melbourne,West Coast,46,75,1.35,3.09
15/05/10,StarTrack Oval Canberra,Western Bulldogs,Sydney,101,63,1.56,2.35
14/05/10,Domain Stadium,Fremantle,Collingwood,97,133,2,1.76
10/05/10,Etihad Stadium,St Kilda,Carlton,68,129,1.43,2.77
09/05/10,AAMI Stadium,Adelaide,Richmond,104,54,1.19,4.54
09/05/10,Simonds Stadium,Geelong,Sydney,126,59,1.27,3.71
08/05/10,MCG,Collingwood,North Melbourne,157,91,1.19,4.55
08/05/10,Gabba,Brisbane,Fremantle,100,113,1.47,2.62
08/05/10,Etihad Stadium,Essendon,Port Adelaide,106,109,1.74,2
08/05/10,Domain Stadium,West Coast,Hawthorn,102,94,1.6,2.3
07/05/10,MCG,Melbourne,Western Bulldogs,66,70,4.05,1.23
02/05/10,Domain Stadium,West Coast,Fremantle,73,111,2.84,1.4
02/05/10,MCG,Carlton,Collingwood,102,155,2.44,1.52
02/05/10,Simonds Stadium,Geelong,Richmond,161,53,1.03,12.25
01/05/10,SCG,Sydney,Brisbane,107,87,1.52,2.43
01/05/10,MCG,Essendon,Hawthorn,106,63,2.58,1.47
01/05/10,AAMI Stadium,Adelaide,Port Adelaide,74,97,2.42,1.53
01/05/10,Etihad Stadium,North Melbourne,Melbourne,104,78,1.99,1.75
30/04/10,Etihad Stadium,Western Bulldogs,St Kilda,46,49,1.67,2.13
26/04/10,MCG,Carlton,Geelong,104,68,4.38,1.19
25/04/10,Domain Stadium,Fremantle,Richmond,112,73,1.04,10.5
25/04/10,Aurora Stadium,Hawthorn,North Melbourne,70,82,1.32,3.28
25/04/10,MCG,Collingwood,Essendon,120,55,1.27,3.6
24/04/10,AAMI Stadium,Port Adelaide,St Kilda,54,44,3.55,1.28
24/04/10,MCG,Melbourne,Brisbane,103,53,3.33,1.31
24/04/10,SCG,Sydney,West Coast,115,63,1.15,4.91
23/04/10,Etihad Stadium,Western Bulldogs,Adelaide,121,72,1.1,6.3
18/04/10,Etihad Stadium,St Kilda,Fremantle,108,93,1.31,3.31
18/04/10,Simonds Stadium,Geelong,Port Adelaide,159,64,1.13,5.7
18/04/10,MCG,Richmond,Melbourne,78,133,3.35,1.31
17/04/10,MCG,Collingwood,Hawthorn,123,59,1.59,2.31
17/04/10,Gabba,Brisbane,Western Bulldogs,101,79,1.95,1.78
17/04/10,AAMI Stadium,Adelaide,Carlton,55,103,1.77,1.97
17/04/10,Etihad Stadium,North Melbourne,Sydney,60,100,2.57,1.48
16/04/10,Domain Stadium,West Coast,Essendon,101,78,1.58,2.32
11/04/10,Domain Stadium,Fremantle,Geelong,125,118,2.05,1.72
11/04/10,Etihad Stadium,Western Bulldogs,Hawthorn,100,84,1.47,2.63
11/04/10,MCG,Melbourne,Adelaide,57,41,2.6,1.49
10/04/10,SCG,Sydney,Richmond,111,56,1.1,7
10/04/10,MCG,Carlton,Essendon,75,95,1.45,2.7
10/04/10,AAMI Stadium,Port Adelaide,Brisbane,81,108,1.84,1.92
10/04/10,Etihad Stadium,North Melbourne,West Coast,116,91,1.85,1.91
09/04/10,Etihad Stadium,St Kilda,Collingwood,69,41,1.32,3.3
05/04/10,MCG,Hawthorn,Geelong,91,100,2.4,1.56
04/04/10,MCG,Richmond,Western Bulldogs,48,120,10,1.06
04/04/10,Etihad Stadium,Essendon,Fremantle,69,113,1.46,2.66
04/04/10,AAMI Stadium,Adelaide,Sydney,75,118,1.54,2.42
03/04/10,Etihad Stadium,St Kilda,North Melbourne,143,39,1.13,5.58
03/04/10,Domain Stadium,West Coast,Port Adelaide,86,89,1.58,2.31
03/04/10,MCG,Collingwood,Melbourne,86,85,1.05,10.33
01/04/10,Gabba,Brisbane,Carlton,107,88,1.32,3.45
28/03/10,Etihad Stadium,Fremantle,Adelaide,118,62,1.94,1.8
28/03/10,Domain Stadium,Western Bulldogs,Collingwood,93,129,1.62,2.25
28/03/10,AAMI Stadium,Port Adelaide,North Melbourne,96,82,1.41,2.83
27/03/10,Gabba,Brisbane,West Coast,114,82,1.28,3.63
27/03/10,ANZ Stadium,Sydney,St Kilda,88,96,2.44,1.53
27/03/10,MCG,Melbourne,Hawthorn,61,117,4.42,1.2
26/03/10,MCG,Geelong,Essendon,125,94,1.21,4.28
25/03/10,MCG,Richmond,Carlton,64,120,2.88,1.42
26/09/09,MCG,St Kilda,Geelong,68,80,2.2,1.63
19/09/09,MCG,Geelong,Collingwood,120,47,1.34,3.18
18/09/09,MCG,St Kilda,Western Bulldogs,60,53,1.36,3.05
12/09/09,MCG,Collingwood,Adelaide,83,78,2.18,1.66
11/09/09,MCG,Western Bulldogs,Brisbane,107,56,1.26,3.7
06/09/09,MCG,St Kilda,Collingwood,80,52,1.6,2.25
05/09/09,Gabba,Brisbane,Carlton,111,104,1.87,1.86
05/09/09,MCG,Geelong,Western Bulldogs,96,82,1.83,1.93
04/09/09,AAMI Stadium,Adelaide,Essendon,166,70,1.1,6.5
30/08/09,Etihad Stadium,Collingwood,Western Bulldogs,76,100,1.71,2.08
30/08/09,MCG,Melbourne,St Kilda,67,114,12,1.02
29/08/09,AAMI Stadium,Port Adelaide,North Melbourne,67,71,1.38,2.94
29/08/09,SCG,Sydney,Brisbane,92,100,1.67,2.12
29/08/09,Etihad Stadium,Carlton,Adelaide,104,176,1.81,1.93
29/08/09,MCG,Hawthorn,Essendon,99,116,2.03,1.71
29/08/09,Simonds Stadium,Geelong,Fremantle,94,54,1.05,9
28/08/09,Domain Stadium,West Coast,Richmond,125,45,1.21,4.27
23/08/09,Domain Stadium,Fremantle,Essendon,141,87,1.84,1.87
23/08/09,MCG,Collingwood,Sydney,97,56,1.2,4.36
23/08/09,Etihad Stadium,St Kilda,North Melbourne,59,64,1.06,8.6
22/08/09,Gabba,Brisbane,Port Adelaide,107,92,1.18,4.6
22/08/09,MCG,Richmond,Hawthorn,93,135,3.03,1.36
22/08/09,AAMI Stadium,Adelaide,West Coast,122,48,1.16,4.9
22/08/09,Etihad Stadium,Carlton,Melbourne,153,96,1.07,7.63
21/08/09,Etihad Stadium,Western Bulldogs,Geelong,110,96,2.24,1.61
16/08/09,Etihad Stadium,Essendon,St Kilda,110,108,5.5,1.13
16/08/09,AAMI Stadium,Port Adelaide,Carlton,67,121,1.91,1.8
16/08/09,MCG,Melbourne,Fremantle,127,64,2.18,1.63
15/08/09,Gabba,Brisbane,Western Bulldogs,84,102,1.75,1.98
15/08/09,ANZ Stadium,Sydney,Geelong,87,92,2.61,1.45
15/08/09,Domain Stadium,West Coast,North Melbourne,110,72,1.37,2.93
15/08/09,MCG,Richmond,Collingwood,59,152,6.44,1.1
14/08/09,MCG,Hawthorn,Adelaide,67,94,2.14,1.67
09/08/09,Domain Stadium,Fremantle,Port Adelaide,116,74,2.48,1.5
09/08/09,MCG,Richmond,Sydney,68,123,1.79,1.92
09/08/09,Etihad Stadium,North Melbourne,Melbourne,123,61,1.34,3.17
08/08/09,AAMI Stadium,Adelaide,Collingwood,68,89,1.84,1.87
08/08/09,MCG,Essendon,Brisbane,87,87,2.4,1.54
08/08/09,Etihad Stadium,Western Bulldogs,West Coast,97,102,1.06,8.38
08/08/09,Aurora Stadium,Hawthorn,St Kilda,49,74,1.52,2.45
07/08/09,MCG,Carlton,Geelong,97,62,3.15,1.35
02/08/09,AAMI Stadium,Port Adelaide,Hawthorn,121,103,2.63,1.45
02/08/09,Domain Stadium,West Coast,Essendon,95,68,2.79,1.41
02/08/09,MCG,Melbourne,Richmond,82,86,3.7,1.26
01/08/09,MCG,Collingwood,Brisbane,95,55,1.37,3.06
01/08/09,SCG,Sydney,St Kilda,93,94,5.43,1.13
01/08/09,Etihad Stadium,Western Bulldogs,Fremantle,111,80,1.04,10.88
01/08/09,Simonds Stadium,Geelong,Adelaide,93,91,1.25,3.7
31/07/09,Etihad Stadium,North Melbourne,Carlton,84,94,3.38,1.3
